------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.5 Firmware v4.4.0 date format M/d/yyyy at 30 Hz  Filter Normal -----------
Serial Number: MAT2C47090050
Start Time 11:08:00
Start Date 12/17/2014
Epoch Period (hh:mm:ss) 00:00:00
Download Time 11:08:59
Download Date 12/17/2014
Current Memory Address: 0
Current Battery Voltage: 4.19     Mode = 12
--------------------------------------------------
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
12/17/2014 11:08:07.305,1.247,-0.517,-0.082
12/17/2014 11:08:07.338,0.782,0.393,-0.381
12/17/2014 11:08:07.371,-0.582,0.333,0.489
12/17/2014 11:08:07.404,-0.699,0.239,-0.242
12/17/2014 11:08:07.437,-0.172,-0.073,0.13
12/17/2014 11:08:07.470,0.464,0.192,-0.091
12/17/2014 11:08:07.505,-0.201,0.239,0.727
12/17/2014 11:08:07.538,1.603,0.611,-0.286
12/17/2014 11:08:07.571,2.845,-0.372,-0.121
12/17/2014 11:08:07.605,2.377,0.449,-0.463
12/17/2014 11:08:07.638,2.096,0.252,-0.182
12/17/2014 11:08:07.671,0.678,-0.043,-0.242
12/17/2014 11:08:07.704,-0.046,0.111,0.424
12/17/2014 11:08:07.737,-0.251,0.111,0.087
12/17/2014 11:08:07.770,-0.126,0.312,0.03
12/17/2014 11:08:07.805,-0.142,0.252,0.104
12/17/2014 11:08:07.838,0.071,0.568,0.667
12/17/2014 11:08:07.871,2.569,0.979,0.377
12/17/2014 11:08:07.904,3,0.821,1.191
12/17/2014 11:08:07.937,2.28,-0.201,-0.13
12/17/2014 11:08:07.970,1.473,-0.637,0.165
12/17/2014 11:08:08.005,0.791,0.209,-0.156
12/17/2014 11:08:08.038,-0.669,0.56,0.091
12/17/2014 11:08:08.071,-0.54,0.043,-0.576
12/17/2014 11:08:08.105,-0.527,-0.265,0.645
12/17/2014 11:08:08.138,1.067,0.581,-0.753
12/17/2014 11:08:08.171,0.339,0.081,0.216
12/17/2014 11:08:08.204,1.824,0.269,-0.797
12/17/2014 11:08:08.237,2.381,-0.363,0.104
12/17/2014 11:08:08.270,2.531,0.504,-0.147
12/17/2014 11:08:08.305,2.209,0.658,-0.242
12/17/2014 11:08:08.338,1.54,0.043,0.039
12/17/2014 11:08:08.371,0.54,0.124,0.429
12/17/2014 11:08:08.404,-0.084,-0.043,0.437
12/17/2014 11:08:08.437,-0.096,0.5,0.074
12/17/2014 11:08:08.470,-0.473,0.291,-0.091
12/17/2014 11:08:08.505,-0.427,-0.192,0.281
12/17/2014 11:08:08.538,1.268,0.829,0.355
12/17/2014 11:08:08.571,3,1.41,-0.039
12/17/2014 11:08:08.605,3,-0.004,0.697
12/17/2014 11:08:08.638,1.812,-0.444,-0.286
12/17/2014 11:08:08.671,1.251,0.239,0.035
12/17/2014 11:08:08.704,0.322,0.705,-0.749
12/17/2014 11:08:08.737,-0.406,0.534,0.017
12/17/2014 11:08:08.770,-0.142,0.312,-0.065
12/17/2014 11:08:08.805,-0.502,-0.004,0.1
12/17/2014 11:08:08.838,0.485,-0.043,0.017
12/17/2014 11:08:08.871,1.569,0.201,-0.468
12/17/2014 11:08:08.904,2.473,-0.397,-0.082
12/17/2014 11:08:08.937,2.28,0.594,-0.333
12/17/2014 11:08:08.970,2.23,0.35,-0.468
12/17/2014 11:08:09.005,2.339,-0.449,0.195
12/17/2014 11:08:09.038,0.669,0.419,0.459
12/17/2014 11:08:09.071,-0.23,0.222,0.55
12/17/2014 11:08:09.105,0.075,0.363,0.177
12/17/2014 11:08:09.138,-0.31,0.419,0.048
12/17/2014 11:08:09.171,-0.23,0.312,0.446
12/17/2014 11:08:09.204,0.716,0.714,0.476
12/17/2014 11:08:09.237,2.833,1.295,-0.061
12/17/2014 11:08:09.270,3,0.167,0.978
12/17/2014 11:08:09.305,2.038,-0.59,-0.242
12/17/2014 11:08:09.338,1.234,-0.081,0.035
12/17/2014 11:08:09.371,-0.046,0.568,-0.303
12/17/2014 11:08:09.404,-0.096,0.35,-0.372
12/17/2014 11:08:09.437,-0.08,0.239,0.117
12/17/2014 11:08:09.470,-0.356,0.081,-0.242
12/17/2014 11:08:09.505,0.657,0.073,0.225
12/17/2014 11:08:09.538,1.448,0.449,-0.216
12/17/2014 11:08:09.571,2.239,-0.141,-0.221
12/17/2014 11:08:09.605,2.347,0.269,-0.199
12/17/2014 11:08:09.638,2.067,0.201,-0.433
12/17/2014 11:08:09.671,2.155,-0.299,0.147
12/17/2014 11:08:09.704,0.749,-0.021,0.377
12/17/2014 11:08:09.737,-0.213,0.299,0.342
12/17/2014 11:08:09.770,-0.222,0.201,0.134
12/17/2014 11:08:09.805,-0.213,0.316,0.238
12/17/2014 11:08:09.838,0.042,0.5,0.589
12/17/2014 11:08:09.871,1.259,0.996,0.532
12/17/2014 11:08:09.904,3,1.432,1.312
12/17/2014 11:08:09.937,2.398,-0.184,0.095
12/17/2014 11:08:09.970,2.017,-0.568,0.074
12/17/2014 11:08:10.005,1.113,0.073,0.035
12/17/2014 11:08:10.038,-0.28,0.577,-1.026
12/17/2014 11:08:10.071,-0.766,0.192,-0.485
12/17/2014 11:08:10.105,0.192,-0.013,-0.104
12/17/2014 11:08:10.138,0.063,-0.064,-0.273
12/17/2014 11:08:10.171,0.213,0.034,0.177
12/17/2014 11:08:10.204,1.967,0.838,-0.632
12/17/2014 11:08:10.237,2.494,-0.697,0.1
12/17/2014 11:08:10.270,2.172,0.628,0.022
